domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.stern.de,0.017712742504409153,0.2614763591207825,0.07477714580907727,0.14667407469915023,642.0
www.zeit.de,0.006330596606458668,0.16624748895890143,0.028167077175697847,0.08259172210524257,580.0
www.morgenpost.de,0.02744301512074023,0.20776536958314995,0.06249341758820428,0.11156050698421134,211.0
www.focus.de,-0.014010815034131097,0.22561113835321026,0.09037626449543545,0.14475720238328715,193.0
www.sueddeutsche.de,0.057843349460996535,0.2576945988777076,0.07293099057804939,0.13778076166562397,187.0
www.bild.de,-0.010719144281644279,0.24652333665767354,0.04957696007696008,0.1006876926643671,150.0
www.tagesspiegel.de,0.03147990897990899,0.2085886249925421,0.0772233322233322,0.11883182281586815,143.0
www.welt.de,0.05473335617220508,0.21616719809567372,0.08503911156788854,0.12527024265291273,139.0
www.faz.net,0.02152101704879482,0.24502904515288904,0.06085361552028219,0.10139275899755236,135.0
www.n-tv.de,-0.0014412360688956516,0.2940878654528462,0.07508274231678486,0.13436355324616567,94.0
www.tagesschau.de,0.00087368845843422,0.23823169398590097,0.0938391175679311,0.14365200997581828,59.0
www.diepresse.com,-0.028603174603174592,0.24201325762669187,0.06925925925925926,0.14602864825122636,45.0
www.brigitte.de,0.1356681547619048,0.24060863282150552,0.026041666666666664,0.06913660401151486,40.0
taz.de,-0.0033333333333333314,0.1982305989759663,0.02702702702702703,0.08111409349077073,37.0
www.nzz.ch,0.019615646258503396,0.18452331726173218,0.08673469387755102,0.12497837042994828,35.0
orf.at,0.039052287581699346,0.25554681874290225,0.06584967320261438,0.14384186895341938,34.0
consent.google.com,-0.00104166666666667,0.30012504860952105,0.04296875,0.15750504024193293,32.0
www.kicker.de,0.10530129335684892,0.21708408578875132,0.05343915343915344,0.12703014466855808,27.0
www.handelsblatt.com,0.03765432098765431,0.2745389527805824,0.08148148148148147,0.11325915118715718,27.0
www.dw.com,-0.038707298136645966,0.23102813415152906,0.06134403036576949,0.08623347672657514,23.0
salzburg.orf.at,0.1206439393939394,0.22430933558437338,0.143474025974026,0.18764981646090348,22.0
vorarlberg.orf.at,-0.017989417989417986,0.1444905965607426,0.1766931216931217,0.19045430351998957,18.0
www.dwdl.de,0.18692708333333335,0.25743782398395265,0.12057291666666667,0.11309481385676487,16.0
www.wiwo.de,-0.019804067460317466,0.15592944448694032,0.11380208333333333,0.11108387252932404,16.0
www.jungewelt.de,-0.007118055555555561,0.24137161373209953,0.05295138888888889,0.09836873578028918,16.0
noe.orf.at,0.04476719576719576,0.1989843838104385,0.09994708994708995,0.13630491239321202,15.0
www.spiegel.de,0.01404761904761905,0.16578447841849756,0.12023809523809526,0.11788350243575284,14.0
steiermark.orf.at,0.06135531135531135,0.16263802744916867,0.2161172161172161,0.18292872753008615,13.0
www.telepolis.de,-0.10273809523809523,0.20072037087723768,0.016666666666666666,0.05773502691896258,12.0
ooe.orf.at,0.05757575757575757,0.24533917977223518,0.14393939393939395,0.1856329603265432,11.0
hallespektrum.de,0.06692640692640692,0.18471371041003026,0.053030303030303025,0.11944738074849849,11.0
www.perlentaucher.de,0.15114285714285713,0.1981489294352396,0.021666666666666667,0.04717317714523062,10.0
wien.orf.at,0.02755511463844797,0.2629705298333495,0.02546296296296296,0.05684272758244757,9.0
t3n.de,0.09083333333333335,0.2965649906020494,0.0625,0.1767766952966369,8.0
oe3.orf.at,0.16473214285714285,0.33089483269782627,0.0625,0.1767766952966369,8.0
kaernten.orf.at,0.1255208333333333,0.23759672247907548,0.040773809523809525,0.044478723215915755,8.0
www.golem.de,0.07886904761904762,0.12888087917596142,0.017857142857142856,0.050507627227610534,8.0
sz-magazin.sueddeutsche.de,0.26285714285714284,0.34570742592345965,0.06904761904761905,0.09449111825230681,7.0
tirol.orf.at,-0.07636054421768709,0.17034549361109497,0.10476190476190476,0.11001442906807544,7.0
www.ndr.de,-0.07992063492063493,0.2699417763337666,0.08730158730158731,0.1866345399413468,7.0
www.fitforfun.de,0.13168934240362812,0.1490923993160471,0.13424036281179139,0.17189300487639517,7.0
www.urlaubspiraten.de,0.06326530612244897,0.08405421916233183,0.023809523809523808,0.06299407883487121,7.0
praxistipps.chip.de,0.3565873015873016,0.27288985186738735,0.12222222222222222,0.09444444444444446,7.0
www.basicthinking.de,0.1810185185185185,0.23929175762547633,0.047619047619047616,0.11664236870396086,6.0
www.freitag.de,0.2557407407407407,0.16904841393856385,0.075,0.0905231707600018,6.0
burgenland.orf.at,0.20061507936507939,0.21466448556834805,0.05634920634920635,0.06903393405708773,6.0
www.der-postillon.com,-0.15999999999999998,0.4237481563381722,0.055555555555555546,0.1242259987499883,5.0
www.t-online.de,-0.14644444444444446,0.18882744098550883,0.04,0.0894427190999916,5.0
www.chip.de,0.164,0.11377884249718836,0.05,0.1118033988749895,5.0
www.gamestar.de,0.1489583333333333,0.387539200526146,0.041666666666666664,0.08333333333333333,4.0
www.businessinsider.de,-0.09756944444444443,0.11027681569689483,0.07638888888888888,0.15277777777777776,4.0
www.cio.de,0.18458333333333332,0.07215434844830906,0.14583333333333331,0.1717960677340692,4.0
www.spektrum.de,0.10541666666666663,0.22775626592185483,0.11249999999999999,0.08962369891612045,4.0
www1.wdr.de,-0.20833333333333331,0.25,0.041666666666666664,0.08333333333333333,4.0
fm4.orf.at,0.21875,0.20754015675687118,0.0625,0.125,4.0
science.orf.at,0.029166666666666674,0.37928111825750915,0.0625,0.125,4.0
stadt-bremerhaven.de,0.08303571428571428,0.19446802982971348,0.13214285714285715,0.20316375219039842,4.0
rp-online.de,-0.01666666666666667,0.028867513459481294,0.0,0.0,3.0
www.appgefahren.de,-0.20462962962962963,0.12367611690623258,0.09259259259259257,0.09755234956345127,3.0
oesterreich.orf.at,0.19087301587301586,0.2497854332434536,0.05555555555555555,0.09622504486493763,3.0
www.swr.de,0.025000000000000005,0.28332843133014374,0.06666666666666667,0.11547005383792516,3.0
www.kreiszeitung.de,-0.15555555555555553,0.26943012562182533,0.1111111111111111,0.19245008972987526,3.0
www.horizont.net,0.13888888888888887,0.36565517048676294,0.05555555555555555,0.09622504486493763,3.0
www.giga.de,0.2833333333333333,0.19649710204252663,0.1111111111111111,0.19245008972987526,3.0
web.de,0.14055555555555552,0.4601821298057895,0.08888888888888889,0.08388704928078611,3.0
www.waz.de,0.08968253968253966,0.29533728492516653,0.0,0.0,3.0
www.heise.de,0.14888888888888888,0.14084401668880733,0.18888888888888888,0.2009237924447236,3.0
www.bunte.de,-0.013888888888888904,0.37880782775751926,0.0,0.0,3.0
www.autobild.de,0.175,0.10606601717798214,0.07142857142857142,0.10101525445522107,2.0
www.rbb24.de,-0.3,0.4242640687119285,0.0,0.0,2.0
netzpolitik.org,-0.20694444444444446,0.4497984802547761,0.05555555555555555,0.07856742013183861,2.0
rivva.de,0.175,0.0,0.0,0.0,2.0
www.bz-berlin.de,-0.08500000000000002,0.2616295090390226,0.0,0.0,2.0
www.merkur.de,-0.475,0.31819805153394637,0.0,0.0,2.0
www.mdr.de,-0.05833333333333335,0.5774705379690137,0.0,0.0,2.0
www.br.de,0.05833333333333333,0.08249579113843054,0.08333333333333333,0.11785113019775792,2.0
www.computerwoche.de,0.21,0.05656854249492382,0.0,0.0,2.0
www.kino-zeit.de,-0.11666666666666665,0.1649915822768611,0.0,0.0,2.0
www.kino.de,-0.11249999999999999,0.07660323462854264,0.08333333333333333,0.11785113019775792,2.0
www.visions.de,-0.014999999999999986,0.3747665940288702,0.0,0.0,2.0
sport.orf.at,0.3104166666666667,0.2681113211998993,0.0625,0.08838834764831845,2.0
'Wintersport',0.0,0.0,0.0,0.0,2.0
www.fr.de,-0.3333333333333333,0.4714045207910317,0.0,0.0,2.0
www.wz.de,0.0,1.0,0.0,1.0,1.0
fotografr.de,0.0,1.0,0.0,1.0,1.0
www.rtl.de,0.0,1.0,0.0,1.0,1.0
'Wintereinbruch',0.0,1.0,0.0,1.0,1.0
help.orf.at,0.0,1.0,0.0,1.0,1.0
futurezone.at,0.0,1.0,0.0,1.0,1.0
www.sport1.de,0.0,1.0,0.0,1.0,1.0
frische-brise.blogspot.com,0.0,1.0,0.0,1.0,1.0
www.wissenschaft.de,0.0,1.0,0.0,1.0,1.0
blog.hubspot.de,0.0,1.0,0.0,1.0,1.0
blog.seibert-media.net,0.0,1.0,0.0,1.0,1.0
www.transfermarkt.de,0.0,1.0,0.0,1.0,1.0
www.teltarif.de,0.0,1.0,0.0,1.0,1.0
www.wmn.de,0.0,1.0,0.0,1.0,1.0
efahrer.chip.de,0.0,1.0,0.0,1.0,1.0
11freunde.de,0.0,1.0,0.0,1.0,1.0
www.zdnet.de,0.0,1.0,0.0,1.0,1.0
bnn.de,0.0,1.0,0.0,1.0,1.0
www.rnd.de,0.0,1.0,0.0,1.0,1.0
www.butenunbinnen.de,0.0,1.0,0.0,1.0,1.0
www.radiobielefeld.de,0.0,1.0,0.0,1.0,1.0
versicherungswirtschaft-heute.de,0.0,1.0,0.0,1.0,1.0
www.capital.de,0.0,1.0,0.0,1.0,1.0
www.badische-zeitung.de,0.0,1.0,0.0,1.0,1.0
www.derstandard.at,0.0,1.0,0.0,1.0,1.0
